review_id,user_id,business_id,stars,useful,funny,cool,text,date
BJIm0aQ0ZDL9FJwUam0ilQ,m0-9woIKbK-R4F8RVEe4BQ,U7esGceQIZ_1IG6Ib0c1lQ,5.0,0,0,0,colleague ordered behalf came back giving rave reviews customer service clean restaurant food looked appealing well would like add food delicious tasted fresh chips stale thanks wonderful customer service received great tasting food enjoyed,2022-01-19 19:35:57
7GO3-dxFI7-268melTTRbg,fUFbh2sZYUdUlGDv47d7jw,ujN8QWiLDqNhcu4LQ3f3nQ,1.0,0,0,0,recommend dealership anyone better service prices south north awful experiences past present dealership 10 years ago tried purchasing truck caught lying availability truck ended purchasing nicer trim level truck cheaper price toyota santa maria much better service well recent experience feels even worse looked purchasing new prius dealership expensive mark adjustment dealership south offered money car outrageously msrp price dealership responded asking even money car express wanted keep business dealership purchase local toyota dealership feels dishonest concerned maximizing profits dubious tactics also highly suggesting getting pre approval loans dealership give best interest rates finance companys give kick backs higher interest rates customer,2022-01-19 19:32:32
nM7O8RC4zXOKniGc9aIH-g,dr2ojpUUx5thYYG7yPpGlQ,OqysWiDpJJbeZpmk5QOdgA,4.0,0,0,0,enjoyed sausage pear sandwich immensely perfect marriage delicious flavors hubs something w lot meat fritos loved soup barely warm still good,2022-01-19 19:31:50
t1CN14Rf1JsO2VPjAxy9Eg,yqgvaUa0TJEjeZWcu07jiQ,rLpW8LAQSM9ReTl5YAQLDg,1.0,0,0,0,need shots caring doctor genuinely cares pets health sure go take money without problem shots call ask doctor question suggestion regarding steady patient help admin direct animal hospital cannot even schedule pet see doctor unless shots send away called weekend dogs behavior odd wanted ask general questions vet able answer admin answered said sorry cannot help answer phones doctor today instead least taking information make seem like cared enough get ahold doctor suggestion provided cannot help would give place penny last vet earth vet shot center care anything else,2022-01-19 19:31:29
BdN64fWg9lST1fE1S5hZVQ,b4QR6E98D4-xYBNFPWZEvg,-gFg1yDJPXsfyest9loNrQ,5.0,0,0,0,hired dani second shooter wedding october absolutely fantastic job extremely communicative easy work showed early produced photos truly cherish forever easily directed two people good taking photos knew exactly right spots pictures delivered huge gallery many compliments family friends captured little special moments also managed get picture almost everyone wedding would highly recommend dani future shoot,2022-01-19 19:31:09
O55TJnrF1Dmt7l07SaVRug,SfhWhnf-TuTjEulNwhVasA,b_DNC7vqQGYWw59Hntpl7Q,5.0,0,0,0,used gomez upholstery multiple times truly amazing staff extremely helpful sale showroom large selection fabrics work impeccable would choose company gomez upholstery furniture needs,2022-01-19 19:31:01
6_fDQQJk97CdMdnxMiH-7w,L-YXpdBE77Z8LhedSpUcWg,GoGss2SqsUPwP0xcI9IUuw,5.0,0,0,0,delicious coffee loved mexican latte friendly staff excellent service great local find,2022-01-19 19:31:01
YfP1m0N2zpywkdXHXP6DvA,niT8rvECKTyNQodb9uMrgw,wZFTq5MMzuJqqMIfeux9bA,1.0,0,0,0,please steer clear place 16 thousand dollars work supposed stand work problems first month every single bit work man mouth fell completely staff nice professional couple less human office ruined life insurance pocket find another dentist value quality life,2022-01-19 19:30:49
Lu3L2h5W_qVbmv0flVfbQA,Xe34dIyXz1h38on2w8h7lA,offiWjhY-INp-m6dEGi80g,5.0,0,0,0,went saturday date night sat booth front bar area food great service point waitress macie recommended scallops top sirloin crispy chicken everything amazing sad full dessert definitely back,2022-01-19 19:30:14
7yIZB7EmVaocPVGEARKeBg,YHceEmeft2GZXpGrVApXQQ,bdqhITLXKBAzzIKDYFM2zQ,5.0,0,0,0,nice staff friendly owner delicious wings prolly best parish back,2022-01-19 19:29:56
myj4aLjeRsSmBOhZdgjo9w,v3LF2xoYyFubBwlcRORC5Q,_k2s_qGDHmb9o6910Zd87g,5.0,0,0,0,could impressed happier choice use weavers new wheels tires new car needing complete install spoke mr weaver nicest guy ever meet customer service technicians beyond reproach sad discovered moving fl 2 weeks wanted ensure everyone else knows locally owned shop best employees worth supporting,2022-01-19 19:29:46
aozAuHFuCnl9uHcHI7KAeQ,xIZdDI7iRfx9AJE3I0-4zw,kFhGEX_zDUgw9654sFxulQ,5.0,0,0,0,positive experience husband went purchase tiles backsplash first return tiles gentleman counter handled courtesy smile went purchase new tiles amry took great care us told us much needed put right cart helped us pick accessories noticed discrepancy price called manager came right help us chuck able resolve problem right spot amry proceeded help us checkout even helped us car definitely great place shop,2022-01-19 19:29:39
du-KcU3422VJx6e9QlkkGA,Fa3Hq90wgZZPvgNxhVWnMw,L5LLN0RafiV1Z9cddzvuCw,5.0,0,0,0,stop lunch ordered seared scallops charboiled oysters garuda grouper juans snappers let tell everything awesome fresh tasty drinks ordered riverwalk sazerac great shout server lennon g great,2022-01-19 19:29:13
TOVWtMX2c9KncdgWsu4kiA,Pflag9DDmtagR6a-2Z8Jmw,D_sIoGDRaLJv0DAIc46MMA,5.0,0,0,0,lovely food awesome service thanks christy quick service server christy informative specials,2022-01-19 19:28:27
P_SNEE3GTeDjQzgecQiqhA,F2VyHSXuMIDYASmZsJf9Pg,L5LLN0RafiV1Z9cddzvuCw,5.0,0,0,0,lennon great boyfriend visiting state saw restaurant top tampa restaurants definitely delivered asked lennon entrees popular went recommendation boyfriend ordered gouda grouper juans snapper shared scallops 6 charbroiler oysters everything amazing thanks great experience lennon,2022-01-19 19:28:07
fpN-pTX3Y_OsnkD36G7ycA,909VYxYlC3ZZMaeDcZWmzw,u50hTvPV_W_Hx625ytvLYw,5.0,0,0,0,place best food town delivery time amazing staff super friendly recommend place everybody,2022-01-19 19:27:53
ALrWBK6tvfhYXBI4k1kN9A,R8kA79smxR1cy22U5ZQ56w,PJjkH_VZeQwxEJvlQ-v7wA,5.0,0,0,0,ask anyone philly south jersey area best pho going recommend place honestly much pho person never crave pho 75 craving pho week broth alone absolutely amazing rich flavor noodles always great addons make pho perfect service quick always friendly keep mind place serves pho know gonna good prices cheaper places add bonus bring cash cash place atm inside,2022-01-19 19:26:37
gl7kut3oj25usQV2qXI-Aw,Ob4K-_dIyRhVSF-4wKtYlw,-Ojne5eWCFPHS19OM78bQg,5.0,0,0,0,thank denise fur taking great care dog handful groomer treated well far less anxious,2022-01-19 19:26:15
Skh1kCFQScrQdH6sRsh4qA,jCFYwSOZOUs1-3Nxab3GdQ,7ZV31rGcDaT1pUKyvJF9Mg,5.0,0,0,0,thankful founder la boulangerie opened bakery watched la boulangeries bakes go quality price missing amazing pastries grown og boulangerie link restaurant group sale 2015 going took back childhood used get chocolate almond croissants strawberry tarts apple cinnamon danishes galette des rois time growing delicious remember truly much care goes making food tell high quality item celtica special spot french patisserie standards fed bready americanized croissants common us love offerings impeccably flaky pastry oh space beautiful bright nice outdoor seating area,2022-01-19 19:25:48
8w-KYYAMdhWmwEpeRS4r6g,CeBC2c6_U-f0VzopqKXe3w,gRkqSsFmjFSDo5kw_1TnXg,5.0,0,0,0,moved heavy fish tank ease great company friendly service highly recommended,2022-01-19 19:24:55
SeBzUpu4OUiTaa2LDO2Xrg,-BLv4GdCsmMTckNeUP7NUw,_4CDv5gKHpPb1ALZKS4Sjw,5.0,0,0,0,craving caesar salad pizza driving largo decided stop bros first visit usually pretty passive food choices today craving got slice grandmas pizza aforementioned salad incredible romaine fresh homemade croutons point grandmas slice perfect san marzano tomatoes basil paired nicely delicious crust bonus points service fast friendly randomly favorite guilty pleasure beer shock tops twisted pretzel great lunch overall experience,2022-01-19 19:22:59
CjY4dvNC5Y1m5UpXQCtznA,QKiIQoReb7e6oWYUbeJb_A,Lj0oSzrim8zGPozHbfbLyA,1.0,0,0,0,ordered meal waited another person came ordered meal served almost right away sat drinking coffee patient moments later server brings bill charges full meal kind puzzled asked getting bill even meal yet stared said right back waited server eventually manager comes asked oh said yes said going charge coffee really incompetence even ask still wanted meal crappy service,2022-01-19 19:22:44
LOO483mrOFyLcKGXlLps3A,HmroZkoYkGdLhaLQoNpiGQ,IF_O-n7whMyd216oI89j9Q,5.0,0,0,0,super friendly people food surprisingly really good would definitely recommend,2022-01-19 19:22:25
XXiSLsyjN3TQtCN-785Zhg,7SFUWbb33dOR8lmO51h3dg,CEbhfaywEZjorwwt6AJlJQ,4.0,0,0,0,clearwater winter decided going healthy looking healthy options green corner top list little cafe really cute options sit outside dog accommodating wanted bring inside since beautiful cool day buddy decided relish sun ordered clearwater wrap cold smoothie cannot remember name word morning smoothie delicious though ice could blended little bit better wrap delicious able eat half next time know order half sandwich option save later back enjoy options wraps salads,2022-01-19 19:22:18
Wa-Z8QgbSm1ZsOQy7sRyfQ,HmroZkoYkGdLhaLQoNpiGQ,PbwUUhIqp_0VU9Y3hMuQ3g,1.0,0,0,0,meat really good tacos good salsa bottle crap need good salsa,2022-01-19 19:21:56
uw0VSMtLqE9Zgwd9bRHwpw,CiLMiMqd-rUWT_J6DnIudw,z6plsillV2UVMOKJQpxWTA,4.0,0,0,0,omg food good vallarta fajitas excellent recommend prices slightly higher severer new suck highly recommend place food cheap mexican decor,2022-01-19 19:21:40
Rr7oRJCfCglGRf3VDk2SuQ,HmroZkoYkGdLhaLQoNpiGQ,4xNBm3oGqSryXvvl2X3TuQ,1.0,0,0,0,fiancé went eat saw security pretty much roughing man little drunk happened walk asking directions treat like crap coming two years stopping,2022-01-19 19:21:07
KBBl_65O5Roqyyw8U0lf0Q,gglRKAawIJc1vXFoqa_MTw,73f1FuAtpNPvkFRUlKx3xg,5.0,0,0,0,amber magic touch comes needles barely felt thing also went way text mother offtopic question asked could recommend something eyes get dry time time mother good luck product graciously texted back staff also friendly accomodating absolutely wait time plan return,2022-01-19 19:21:06
QbPBkY_FglAoi3GQKS1Gbw,TK9sssxXkq4T7Kl2xFRwAg,B10mqANgHvL8gBteo1UhAA,3.0,0,0,0,wine list wine glass offerings seriously dated lambrusco really 1991 called wants wine list back kind italian fare enhanced good expensive highly rated hard get glass wine food good understand menu limited bit outdated itselfno fresh fish daily specials many non pasta options drenched sauce ok understand ahead time like enjoy time time service thanks layla terrific,2022-01-19 19:21:05
LgfSWgq5DzgoFzNW6YwfSg,kbDrVnQXPA9VrtvJurd6fg,8BVZsmWT4dcQxJhgIIAVFw,5.0,1,0,1,years since found trinh capelli salon happy hair never looked better frizz triangle shaped style curly hair hit miss look cut properly amount product styling get look trinhs scissors referred sister last year thrilled,2022-01-19 19:21:03
VAsGExxpkSu_jfY0uhAZSQ,Q6owJNgoa1fS9JjYR3r7Ug,jt40eBF6B9G9CC0_-9wkEg,4.0,0,0,0,one places open christmas day call early want wait hours food longtime family run restaurant ordered general tso chicken medium actually spicy often americanchinese dishes like sweet one good kick easily enough two meals definitely keep zom hee mind future trips st peteclearwater,2022-01-19 19:20:51
DreJTJzwzOBl6THlYl8WOQ,ih2hlbMfrdiJrUTrT48fVQ,KL90USR8vV_fEe__Bhy6Kw,1.0,0,0,0,owner smart prick bunch rules door fine price 35 asked price correct said yea said wow ok left chased sidewalk said 8 shop street well pleasantries exchanged needless say frequenting shop buy cheap hair cuts barbers 20 range comfortable,2022-01-19 19:20:27
RvqHi60_sa2OSGExosjFEA,VGRHpcbC4RMgugELt96E0w,Gfegg1vwKJJo-EfEujQ-nw,5.0,0,0,0,awesome local bar went beer poboys disappointed roast beef fries inside wife firecracker shrimp good new orleans super fresh highly recommend cannot wait go back,2022-01-19 19:19:50
oNCGGZIopA_iezr7G15kJg,6DQ5jOGR64K_cMJPeiJUZQ,pVwMHUYFMuwmRe6M--ZzwA,4.0,0,0,0,several times always pleasure go certainly lives heard famously beautiful decor service always good friendly food also delicious never disappointed noncake item also lots cute yearround seasonal drinks complaint almost cakes iced buttercream even red velvet cream cheese frosting center someone care much buttercream keep mind picking cake cute little birthday balloon candle tell server someones birthday,2022-01-19 19:16:18
05oDBB8mhrgz5MXyetcIzw,jQiHh5bCU9FCtaaSnADBtw,xh9pGEnSgb58wzVjMV1TiA,5.0,0,0,0,sorry spelled name wrong iversonon vets incredible somewhat difficult situation losing place due ida switching service another address professional well caring made whole stressful situation easier thank keep great work,2022-01-19 19:15:04
5py3RX65-O5izPrItpB31A,l3r4g7Tl83H487AmRos6OA,pfzom5kRuJVcOMl-iU18kg,4.0,0,0,0,hesitant workout based poor reviews town week decided give shot standard la fitnessesporta club staff rude means also overly kind probably would great mood working gym day either offense whenever asked equipment machine looking staff quick problem helping giving 45 cause lot equipment dusty dirty would greatly benefitted single wipe,2022-01-19 19:14:27
kf74scvy40xYYizHp52bZA,aLpFOC0NIGYoulfmSINn4w,ncqjFACGWbWzDWSUyIcX_A,3.0,0,0,0,pros great customer servicepricetiming cons give installers time installation rushed work never ends well great experience rep daniel pleasant knowledgeable shutters came within time frame gave us 46wks installation michael went ok phenomenal job windows except window kitchen also last one installed wish would started one seem rushfrustrated end kept getting phone calls frame cut wish would measure instead eyeballing gap bigger expected fill calking much calking liking otherwise would given 5stars,2022-01-19 19:12:08
IfpiTdfotEaPQPoVI3Wdwg,-meTLQx3u0Z--jRv_y6Liw,G6h-9AZro_Ni_4eRR9CkRw,1.0,0,0,0,hear word spice expect sort flavoring bland stale sadly get stuff well heft price tag wonder floor sweepings bottled labeled waste time garbage,2022-01-19 19:11:28
a1DJkJbHwyIX4A6g1g3HQA,zFuCgAuMsomU1FMomDCHhQ,-uUs1Si3cDUHk5T5ONKZnA,5.0,1,0,0,friend stopped driving couple years ago turned 85 using best taxi recommended last month used four times phl airport transport service reliable prompt worth extra uber lyft driver always condo 510 minutes prior scheduled pickup early morning departure last saturday came back phl 11422 palm beach fl around 515 pm driver called texted us let us know waiting white lincoln clear instructions meeting place found car soon left terminal freezing saturday night probably would still waiting uber time got home excellent reliable service,2022-01-19 19:11:26
wctH1ygJiMX98mCH5MHuKA,VTfl9PALOCiGV8SUBpCZEQ,cJGdlK7KeE78Qa0FydikIw,5.0,0,0,0,great buying experience michael harris great work made whole shopping experience fun appreciate really great customer service found hallmark hyundai,2022-01-19 19:11:04
cR2TwKnfGp_ZSEofHfr7Mw,I6G8wz_LD_8IsCPxvjs8SQ,QMPyu1S5yzQrXQxAk_s0zg,1.0,0,0,0,mishandled account overcharging offer full refund,2022-01-19 19:09:39
WKIaEBJ39QK4_u9WexmIbQ,B0V9NhyiDBxuaJkTtMLz-Q,-fgqxSoaPN3QrB7FrIxk7Q,5.0,1,0,0,came caliber rear ended service wonderful nate linda provided excellent customer service received regular updates picking vehicle smooth grateful car even washed vacuumed also really appreciated getting warm car definitely refer family friends caliber collision thank guys,2022-01-19 19:09:34
6lbzFdHeWdFogoMarSvF5Q,OMvpxF0dEIh9RUNuHPL1Uw,1MgX6qN2tghHt_UrX3CFew,5.0,1,0,0,love place chicken fresh delicious servers friendly would highly recommend,2022-01-19 19:08:26
C1Wz2I1uhJTNZwU2rQS9og,8j1OffLqKtetcAG3xv3f0Q,wbaeORfUCcxkwdh7mNapRg,5.0,0,0,0,good time scott hinds knowledgeable awesome kind even went back previous food joint grab purse left beyond loved also knowledgeable made fun,2022-01-19 19:07:47
ckecHffMz-0ZoWwkg2Xdsw,6m-BFhMBOk1W0IA023fnUg,YVy2DgGfNmG5hWYbA7k8jg,5.0,0,0,0,always friendly establishment food good baked goods great favorite gotos macn cheeze fauxstess cupcake big momma cinnamon rolls phenomenal,2022-01-19 19:07:43
iyoDkW-8aneKfvPi7KZMQQ,433BzxUeQAmRmK0g06UAfA,Al7JOgn9Ch-xnUSAka16kQ,1.0,0,0,0,terrible service general manager going issues 3 years new truck took mile service broke glove box tore seat general manager like oh well keep coming back,2022-01-19 19:06:14
CTU2bTCx1F-582Bmz-VfFQ,e9SkGyKzXGRMbjMWTEmS8Q,8bOpGkTRXwtP377pZivKrQ,5.0,1,0,0,love yogasix bottleworks happy discover yoga studio welcoming roster great instructors variety classes restore hot yoga love app,2022-01-19 19:06:09
UueN-A99QWHO9k75ZzqyPA,wGvDz9I_sYar9dm0oTx8ug,yttFDok9AUnK8NhzkWaEgw,5.0,0,0,0,talk good burger place husband loved burgers incline fries icing cake husband also enjoyed beer tap indulged complementary citrus water customer service phenomenal fast turnaround time ordered quality food pricing comparable definitely make way back part town specifically place,2022-01-19 19:05:57
QoJjM41Ew9n4hpdbP7mZlA,O96FYv2N5TzFlciot7YB6g,fSsk1VSndVPe97MGIu8vEg,1.0,0,0,0,worst pizza ever tasted life toppings fell easily leaves bitter taste mouth pizza hut better times better recommend place anyone looking good pizza,2022-01-19 19:05:53
-i2qcWQ36WdYx-9e2ophAg,3N6-acEgosQSbipmBZKoSg,FsXhBC87Br7qdJT2BvNY2g,1.0,0,0,0,recently 30 year old gas furnance go massive snow storm hit grass valley ca storm bad knocked power 72 hours roads shut almost week governor ca issue state emergency currently active duty military member go work safely possible scheduled outside technician come soon possible since going without heat life threatening issue technician job says need replace whole furnace part needed fix made anymore pay work gather paperwork submit claim first american turns allowed use outside contractors even state emergency explained customer service several times could follow normal procedure one needed heat soon possible two scheduling technician would pointless would risking life get house three need go work normal job allowed call even contract contract exceptions find ridiculous using warranty company friendly us military personnel found humorous since call first american also contract stringent offer flexibility use outside contractors knew would never purchased home warranty would went another company allows type flexibility furthermore trying get manager phone send simple email superiors next impossible looking good home warranty company shop around make sure home warranty gives maximum flexibility go first american home warranty worst service ever received make matters worse compassion situation vr andrew mezzetti perez,2022-01-19 19:05:45
